Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable,F1_Score
?a  ex:country  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:saint  ?b,0.0590387,0.000000077,0.000035372,113,1474613628,3194650,?a,7.07016E-05
?a  ex:birthPlace  ?f  ?b  ex:birthPlace  ?f   ,?a  ex:choreographer  ?b,0.0299401,0.000000011,0.000035736,30,2691496142,839483,?a,7.13868E-05
?a  ex:computingPlatform  ?f  ?b  ex:operatingSystem  ?f   ,?a  ex:gameEngine  ?b,0.0321979,0.000008892,0.000035746,69,7759350,1930278,?a,7.14127E-05
?a  ex:religion  ?f  ?b  ex:religion  ?f   ,?a  ex:opponent  ?b,0.0275862,0.000000185,0.000035758,8,43328546,223725,?b,7.14234E-05
?a  ex:assembly  ?f  ?b  ex:country  ?f   ,?a  ex:assembly  ?b,0.290503,0.000036029,0.000036029,3163,87790740,87790740,?a,7.20491E-05
?a  ex:assembly  ?f  ?b  ex:locationCountry  ?f   ,?a  ex:designCompany  ?b,0.017341,0.000006219,0.000036393,18,2894305,494599,?a,7.26336E-05
?b  ex:country  ?f  ?a  ex:location  ?f   ,?a  ex:municipality  ?b,0.0124392,0.000000015,0.000036422,23,1578984168,631481,?a,7.26313E-05
?a  ex:foundationPlace  ?f  ?b  ex:location  ?f   ,?a  ex:parentCompany  ?b,0.0115309,0.000006341,0.000036711,94,14824761,2560556,?a,0.000073189
?a  ex:computingMedia  ?f  ?b  ex:computingMedia  ?f   ,?a  ex:gameEngine  ?b,0.0312646,0.000005206,0.000036806,67,12870440,1820368,?a,7.35254E-05
?b  ex:birthPlace  ?f  ?a  ex:garrison  ?f   ,?a  ex:secondCommander  ?b,0.011583,0.000000971,0.000037407,3,3090099,80198,?a,7.45732E-05
?a  ex:location  ?f  ?b  ex:location  ?f   ,?a  ex:nrhpType  ?b,0.0539683,0.000000087,0.000037428,17,195147528,454205,?a,7.48041E-05
?a  ex:country  ?f  ?b  ex:location  ?f   ,?a  ex:operatedBy  ?b,0.032459,0.000000218,0.000037596,344,1578984168,9149811,?a,0.000075105
?b  ex:location  ?f  ?a  ex:premierePlace  ?f   ,?a  ex:premierePlace  ?b,0.0178739,0.000038106,0.000038106,19,498605,498605,?a,7.60499E-05
?a  ex:type  ?f  ?b  ex:type  ?f   ,?a  ex:owningCompany  ?b,0.0171175,0.000000037,0.000038802,162,4388664485,4175080,?a,7.74285E-05
?b  ex:country  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:significantBuilding  ?b,0.0183299,0.000000024,0.000039086,36,1474613628,921057,?b,7.80057E-05
?a  ex:nationality  ?f  ?b  ex:nationality  ?f   ,?a  ex:partner  ?b,0.0245161,0.000000057,0.000039755,19,331686717,477933,?b,7.93813E-05
?b  ex:birthPlace  ?f  ?a  ex:county  ?f   ,?a  ex:chairperson  ?b,0.0114286,0.000000533,0.000040026,2,3748942,49968,?a,7.97726E-05
?a  ex:type  ?f  ?b  ex:type  ?f   ,?a  ex:island  ?b,0.0114943,0.000000001,0.00004005,3,4388664485,74906,?b,7.98219E-05
?a  ex:deathPlace  ?f  ?b  ex:nationality  ?f   ,?a  ex:child  ?b,0.0106125,0.000000452,0.000040391,83,183804440,2054894,?b,8.04757E-05
?a  ex:countryOrigin  ?f  ?b  ex:headquarter  ?f   ,?a  ex:launchSite  ?b,0.0106007,0.000037996,0.000040448,6,157912,148339,?a,8.05885E-05
?a  ex:country  ?f  ?b  ex:nationality  ?f   ,?a  ex:viceChancellor  ?b,0.0436508,0.000000005,0.000040522,11,2279486230,271457,?a,8.09688E-05
?b  ex:locationCountry  ?f  ?a  ex:nationality  ?f   ,?a  ex:employer  ?b,0.0185894,0.000000935,0.000041113,68,72751072,1653976,?a,8.20445E-05
?b  ex:locationCountry  ?f  ?a  ex:stateOfOrigin  ?f   ,?a  ex:employer  ?b,0.0185894,0.000003574,0.000041113,68,19028549,1653976,?a,8.20445E-05
?a  ex:country  ?f  ?b  ex:origin  ?f   ,?a  ex:river  ?b,0.0127737,0.000000022,0.000041391,7,313841305,169117,?a,8.25146E-05
?b  ex:birthPlace  ?f  ?a  ex:residence  ?f   ,?a  ex:formerChoreographer  ?b,0.0102041,0.000000054,0.000042012,6,111198439,142817,?a,8.36795E-05
?b  ex:birthPlace  ?f  ?a  ex:stateOfOrigin  ?f   ,?a  ex:child  ?b,0.0120189,0.000000538,0.000042123,94,174577246,2231568,?b,8.39518E-05
?b  ex:isPartOf  ?f  ?a  ex:state  ?f   ,?a  ex:source  ?b,0.027833,0.000001008,0.000042141,42,41681643,996662,?a,8.41546E-05
?a  ex:country  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:creativeDirector  ?b,0.0496454,0.000000005,0.000042718,7,1474613628,163866,?a,8.53625E-05
?a  ex:language  ?f  ?b  ex:language  ?f   ,?a  ex:sisterNewspaper  ?b,0.077193,0.000000014,0.000043668,22,1608619700,503798,?b,8.72866E-05
?b  ex:birthPlace  ?f  ?a  ex:residence  ?f   ,?a  ex:choreographer  ?b,0.010978,0.000000099,0.000043992,11,111198439,250046,?a,8.76328E-05
?a  ex:location  ?f  ?b  ex:location  ?f   ,?a  ex:promotion  ?b,0.0158416,0.000000082,0.000044042,16,195147528,363290,?a,8.78398E-05
?a  ex:country  ?f  ?b  ex:locatedInArea  ?f   ,?a  ex:island  ?b,0.0191571,0.000000025,0.000044334,5,203764351,112779,?b,8.84633E-05
?b  ex:birthPlace  ?f  ?a  ex:state  ?f   ,?a  ex:viceChancellor  ?b,0.0119048,0.000000059,0.000045676,3,50796953,65680,?a,9.10028E-05
?a  ex:birthPlace  ?f  ?b  ex:birthPlace  ?f   ,?a  ex:influencedBy  ?b,0.075681,0.000000512,0.000046549,1378,2691496142,29602909,?b,9.30408E-05
?a  ex:birthPlace  ?f  ?b  ex:birthPlace  ?f   ,?a  ex:child  ?b,0.148319,0.000000431,0.000046754,1160,2691496142,24810548,?b,9.34785E-05
?a  ex:location  ?f  ?b  ex:locationCountry  ?f   ,?a  ex:subsidiary  ?b,0.0212413,0.000001236,0.000047524,64,51773723,1346689,?b,9.48358E-05
?a  ex:battle  ?f  ?b  ex:battle  ?f   ,?a  ex:secondCommander  ?b,0.0849421,0.000000202,0.000048654,22,108646093,452174,?a,9.72523E-05
?a  ex:birthPlace  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:influencedBy  ?b,0.0510215,0.000001288,0.000048722,929,721215179,19067523,?b,0.000097351
?a  ex:birthPlace  ?f  ?b  ex:nationality  ?f   ,?a  ex:deputy  ?b,0.0350128,0.000000062,0.000048729,41,658843390,841387,?b,9.73226E-05
?a  ex:birthPlace  ?f  ?b  ex:birthPlace  ?f   ,?a  ex:governor  ?b,0.117677,0.000000087,0.000049454,235,2691496142,4751861,?a,9.88665E-05
?a  ex:country  ?f  ?b  ex:stateOfOrigin  ?f   ,?a  ex:viceChancellor  ?b,0.015873,0.000000007,0.000049691,4,591765282,80497,?a,9.90719E-05
?b  ex:birthPlace  ?f  ?a  ex:nationality  ?f   ,?a  ex:deputy  ?b,0.0256191,0.000000046,0.000051383,30,658843390,583856,?b,0.00010256
?a  ex:deathPlace  ?f  ?b  ex:location  ?f   ,?a  ex:employer  ?b,0.0114817,0.000000248,0.000052129,42,169576909,805688,?a,0.000103787
?b  ex:birthPlace  ?f  ?a  ex:nationality  ?f   ,?a  ex:associate  ?b,0.0174102,0.000000024,0.000052392,16,658843390,305389,?b,0.00010447
?a  ex:birthPlace  ?f  ?b  ex:residence  ?f   ,?a  ex:opponent  ?b,0.0206897,0.000000054,0.000052688,6,111198439,113877,?b,0.000105108
?b  ex:deathPlace  ?f  ?a  ex:location  ?f   ,?a  ex:architect  ?b,0.0492897,0.000003355,0.000052688,569,169576909,10799457,?a,0.000105263
?b  ex:country  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:placeOfBurial  ?b,0.0663984,0.000000022,0.000053164,33,1474613628,620722,?a,0.000106243
?a  ex:birthPlace  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:deputy  ?b,0.0384287,0.000000062,0.000053597,45,721215179,839596,?b,0.000107045
?b  ex:deathPlace  ?f  ?a  ex:nationality  ?f   ,?a  ex:vicePresident  ?b,0.0124654,0.000000049,0.000054123,9,183804440,166288,?b,0.000107778
?a  ex:type  ?f  ?b  ex:type  ?f   ,?a  ex:parentCompany  ?b,0.0742149,0.000000138,0.000055704,605,4388664485,10860990,?a,0.000111324
?a  ex:billed  ?f  ?b  ex:country  ?f   ,?a  ex:billed  ?b,0.106076,0.000055799,0.000055799,103,1845900,1845900,?a,0.000111539
?a  ex:birthPlace  ?f  ?f  leaderName  ?b  ex: ,?a  ex:opponent  ?b,0.0137931,0.000003649,0.000056653,4,1096224,70605,?b,0.000112843
?b  ex:birthPlace  ?f  ?a  ex:country  ?f   ,?a  ex:creativeDirector  ?b,0.255319,0.000000007,0.000056676,36,5357609746,635188,?a,0.000113327
?b  ex:birthPlace  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:governor  ?b,0.0450676,0.000000125,0.000056833,90,721215179,1583576,?a,0.000113523
?b  ex:birthPlace  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:influencedBy  ?b,0.0270211,0.000000682,0.000057008,492,721215179,8630406,?b,0.000113776
?b  ex:location  ?f  ?a  ex:nationality  ?f   ,?a  ex:significantBuilding  ?b,0.0234216,0.000000209,0.000057411,46,219957209,801240,?b,0.000114541
?a  ex:nationality  ?f  ?b  ex:residence  ?f   ,?a  ex:doctoralStudent  ?b,0.0429846,0.000005162,0.000058053,212,41071757,3651853,?b,0.000115949
?a  ex:campus  ?f  ?b  ex:campus  ?f   ,?a  ex:affiliation  ?b,0.01322,0.000024524,0.000058289,210,8562894,3602731,?a,0.000116066
?b  ex:birthPlace  ?f  ?a  ex:poleDriverCountry  ?f   ,?a  ex:poleDriver  ?b,0.0191388,0.000058479,0.000058479,20,342002,342002,?a,0.000116602
?a  ex:timeZone  ?f  ?b  ex:timeZone  ?f   ,?a  ex:municipality  ?b,0.188751,0.000000146,0.000058533,349,2390765144,5962479,?a,0.00011703
?b  ex:location  ?f  ?a  ex:locationCountry  ?f   ,?a  ex:owningCompany  ?b,0.0587489,0.000010739,0.000059318,556,51773723,9373213,?a,0.000118516
?a  ex:occupation  ?f  ?b  ex:occupation  ?f   ,?a  ex:child  ?b,0.0418105,0.000000628,0.00006045,327,520448373,5409399,?b,0.000120725
?b  ex:location  ?f  ?a  ex:residence  ?f   ,?a  ex:employer  ?b,0.0196829,0.000002084,0.000061415,72,34555690,1172360,?a,0.000122448
?b  ex:birthPlace  ?f  ?a  ex:residence  ?f   ,?a  ex:coach  ?b,0.0147754,0.000000225,0.0000629,25,111198439,397457,?a,0.000125267
?b  ex:country  ?f  ?a  ex:garrison  ?f   ,?a  ex:garrison  ?b,0.0336885,0.000062948,0.000062948,234,3717368,3717368,?a,0.000125661
?a  ex:location  ?f  ?b  ex:locationCountry  ?f   ,?a  ex:parentCompany  ?b,0.0237978,0.000003747,0.00006344,194,51773723,3058018,?a,0.000126543
?a  ex:country  ?f  ?b  ex:residence  ?f   ,?a  ex:viceChancellor  ?b,0.0119048,0.00000001,0.000064405,3,300446016,46580,?a,0.000128117
?a  ex:computingPlatform  ?f  ?b  ex:computingPlatform  ?f   ,?a  ex:gameEngine  ?b,0.210919,0.000010741,0.000064623,452,42080976,6994412,?a,0.000129206
?b  ex:location  ?f  ?a  ex:state  ?f   ,?a  ex:sourcePlace  ?b,0.0118026,0.000002973,0.000064809,55,18498869,848649,?a,0.00012891
?a  ex:birthPlace  ?f  ?b  ex:birthPlace  ?f   ,?a  ex:coach  ?b,0.034279,0.000000022,0.000065735,58,2691496142,882336,?a,0.000131218
?b  ex:birthPlace  ?f  ?a  ex:city  ?f   ,?a  ex:chairperson  ?b,0.0114286,0.000000072,0.000066173,2,27682498,30224,?a,0.000131584
?a  ex:nationality  ?f  ?b  ex:stateOfOrigin  ?f   ,?a  ex:child  ?b,0.0195627,0.000001776,0.00006851,153,86133263,2233260,?b,0.000136542
?a  ex:deathPlace  ?f  ?b  ex:nationality  ?f   ,?a  ex:doctoralStudent  ?b,0.061841,0.000001659,0.00006883,305,183804440,4431216,?b,0.000137507
?a  ex:country  ?f  ?b  ex:locatedInArea  ?f   ,?a  ex:sourcePlace  ?b,0.0113734,0.00000026,0.000068865,53,203764351,769619,?a,0.000136901
?a  ex:deathPlace  ?f  ?b  ex:residence  ?f   ,?a  ex:doctoralStudent  ?b,0.0330495,0.000004924,0.000069329,163,33105483,2351101,?b,0.000138368
?b  ex:isPartOf  ?f  ?a  ex:state  ?f   ,?a  ex:highestPlace  ?b,0.0277443,0.000000552,0.000069936,23,41681643,328871,?a,0.00013952
?a  ex:country  ?f  ?b  ex:location  ?f   ,?a  ex:ceremonialCounty  ?b,0.198574,0.000000476,0.000070382,752,1578984168,10684487,?a,0.000140714
?a  ex:country  ?f  ?b  ex:location  ?f   ,?a  ex:owningCompany  ?b,0.0482882,0.000000289,0.000070727,457,1578984168,6461464,?a,0.000141247
?b  ex:country  ?f  ?a  ex:education  ?f   ,?a  ex:education  ?b,0.0356099,0.000071225,0.000071225,390,5475631,5475631,?a,0.000142166
?a  ex:birthPlace  ?f  ?b  ex:residence  ?f   ,?a  ex:child  ?b,0.013809,0.000000971,0.000071342,108,111198439,1513825,?b,0.000141951
?a  ex:profession  ?f  ?b  ex:profession  ?f   ,?a  ex:opponent  ?b,0.0103448,0.000000314,0.000071352,3,9564512,42045,?b,0.000141726
?a  ex:country  ?f  ?b  ex:nationality  ?f   ,?a  ex:leader  ?b,0.0244825,0.000000048,0.000071521,110,2279486230,1538015,?a,0.000142625
?b  ex:deathPlace  ?f  ?a  ex:nationality  ?f   ,?a  ex:doctoralStudent  ?b,0.0358881,0.000000963,0.000071753,177,183804440,2466787,?b,0.00014322
?a  ex:birthPlace  ?f  ?b  ex:birthPlace  ?f   ,?a  ex:formerChoreographer  ?b,0.047619,0.00000001,0.000073679,28,2691496142,380027,?a,0.00014713
?a  ex:birthPlace  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:governor  ?b,0.0515774,0.000000143,0.00007382,103,721215179,1395289,?a,0.000147429
?a  ex:militaryBranch  ?f  ?b  ex:militaryBranch  ?f   ,?a  ex:governor  ?b,0.0105158,0.000000465,0.000074138,21,45144007,283256,?a,0.000147238
?a  ex:location  ?f  ?b  ex:location  ?f   ,?a  ex:owningCompany  ?b,0.0270499,0.000001312,0.000077134,256,195147528,3318909,?a,0.000153829
?a  ex:location  ?f  ?b  ex:state  ?f   ,?a  ex:rival  ?b,0.02723,0.000001568,0.000078209,29,18498869,370800,?b,0.00015597
?b  ex:birthPlace  ?f  ?a  ex:location  ?f   ,?a  ex:alumni  ?b,0.0597015,0.000000014,0.000079548,8,589199304,100568,?b,0.000158884
?b  ex:foundationPlace  ?f  ?a  ex:location  ?f   ,?a  ex:subsidiary  ?b,0.015931,0.000003238,0.00007959,48,14824761,603091,?b,0.000158389
?b  ex:birthPlace  ?f  ?a  ex:nationality  ?f   ,?a  ex:influencedBy  ?b,0.0443761,0.000001226,0.00007982,808,658843390,10122778,?b,0.000159353
?a  ex:broadcastArea  ?f  ?b  ex:location  ?f   ,?a  ex:owningCompany  ?b,0.0157439,0.000024049,0.000079979,149,6195560,1862985,?a,0.00015915
?a  ex:nationality  ?f  ?b  ex:nationality  ?f   ,?a  ex:child  ?b,0.038614,0.00000091,0.000080294,302,331686717,3761177,?b,0.000160255
?a  ex:birthPlace  ?f  ?b  ex:birthPlace  ?f   ,?a  ex:formerCoach  ?b,0.0518018,0.000000034,0.000081142,92,2691496142,1133817,?a,0.00016203
?a  ex:assembly  ?f  ?b  ex:stateOfOrigin  ?f   ,?a  ex:designCompany  ?b,0.0423892,0.000014642,0.00008125,44,3005023,541540,?a,0.000162189
?a  ex:deathPlace  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:partner  ?b,0.0283871,0.000000101,0.000081818,22,218304857,268888,?b,0.000163166
?b  ex:country  ?f  ?a  ex:headquarter  ?f   ,?a  ex:splitFromParty  ?b,0.0543933,0.000000071,0.000081979,13,182916061,158578,?a,0.000163711
?b  ex:country  ?f  ?a  ex:sourceCountry  ?f   ,?a  ex:sourceConfluenceMountain  ?b,0.0654206,0.000000027,0.000082062,7,256822627,85301,?b,0.000163918
?b  ex:birthPlace  ?f  ?a  ex:country  ?f   ,?a  ex:leader  ?b,0.0694414,0.000000058,0.000082484,312,5357609746,3782557,?a,0.000164772
?a  ex:birthPlace  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:vicePresident  ?b,0.0637119,0.000000064,0.000082792,46,721215179,555607,?b,0.000165369
?a  ex:daylightSavingTimeZone  ?f  ?b  ex:timeZone  ?f   ,?a  ex:municipality  ?b,0.117361,0.000003451,0.000083128,217,62873308,2610433,?a,0.000166138
?b  ex:country  ?f  ?a  ex:location  ?f   ,?a  ex:island  ?b,0.0498084,0.000000008,0.000083679,13,1578984168,155356,?b,0.000167077
?a  ex:location  ?f  ?b  ex:location  ?f   ,?a  ex:outflow  ?b,0.0306086,0.000000436,0.000083901,85,195147528,1013101,?a,0.000167343
?b  ex:deathPlace  ?f  ?a  ex:isPartOf  ?f   ,?a  ex:foundingPerson  ?b,0.0197368,0.000000112,0.000084159,3,26833014,35647,?a,0.000167603
?b  ex:birthPlace  ?f  ?a  ex:residence  ?f   ,?a  ex:formerCoach  ?b,0.017455,0.000000279,0.00008466,31,111198439,366169,?a,0.000168503
?a  ex:genre  ?f  ?b  ex:genre  ?f   ,?a  ex:notableWork  ?b,0.0117016,0.000000021,0.000084782,48,2319336626,566158,?b,0.000168344
?a  ex:nationality  ?f  ?b  ex:nationality  ?f   ,?a  ex:doctoralStudent  ?b,0.124088,0.000001845,0.000084807,612,331686717,7216378,?b,0.000169498
?a  ex:militaryBranch  ?f  ?b  ex:militaryBranch  ?f   ,?a  ex:incumbent  ?b,0.015748,0.000000044,0.000084818,2,45144007,23580,?a,0.000168727
?a  ex:country  ?f  ?b  ex:location  ?f   ,?a  ex:servingRailwayLine  ?b,0.0178681,0.00000011,0.000085389,174,1578984168,2037724,?a,0.000169966
?a  ex:country  ?f  ?b  ex:location  ?f   ,?a  ex:localAuthority  ?b,0.261569,0.000000422,0.000086041,667,1578984168,7752150,?a,0.000172025
?a  ex:battle  ?f  ?b  ex:battle  ?f   ,?a  ex:governor  ?b,0.0125188,0.00000023,0.000087113,25,108646093,286983,?a,0.000173022
?a  ex:nationality  ?f  ?b  ex:nationality  ?f   ,?a  ex:influencedBy  ?b,0.0470123,0.000002581,0.000087315,856,331686717,9803611,?b,0.000174306
?b  ex:birthPlace  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:primeMinister  ?b,0.0618841,0.000000592,0.000087864,427,721215179,4859782,?a,0.000175479
?a  ex:keyPerson  ?f  ?b  ex:keyPerson  ?f   ,?a  ex:owningCompany  ?b,0.0132079,0.000003856,0.000088056,125,32420947,1419550,?a,0.000174946
?b  ex:country  ?f  ?a  ex:headquarter  ?f   ,?a  ex:nationalAffiliation  ?b,0.071618,0.000000148,0.000090874,27,182916061,297114,?a,0.000181518
?b  ex:country  ?f  ?a  ex:residence  ?f   ,?a  ex:currentPartner  ?b,0.0411862,0.000000083,0.000091013,25,300446016,274686,?b,0.000181625
?a  ex:birthPlace  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:associate  ?b,0.054407,0.000000069,0.000091018,50,721215179,549340,?b,0.000181732
?a  ex:type  ?f  ?b  ex:type  ?f   ,?a  ex:subsidiary  ?b,0.0969134,0.000000067,0.000091353,292,4388664485,3196380,?b,0.000182534
?b  ex:deathPlace  ?f  ?a  ex:nationality  ?f   ,?a  ex:influencedBy  ?b,0.0306459,0.000003036,0.000091614,558,183804440,6090766,?b,0.000182682
?a  ex:location  ?f  ?b  ex:location  ?f   ,?a  ex:parentCompany  ?b,0.11764,0.000004914,0.000091806,959,195147528,10445985,?a,0.000183469
?b  ex:locationCountry  ?f  ?a  ex:origin  ?f   ,?a  ex:manufacturer  ?b,0.0227022,0.00003543,0.000091912,329,9285883,3579507,?a,0.000183083
?a  ex:genre  ?f  ?b  ex:genre  ?f   ,?a  ex:gameEngine  ?b,0.0620625,0.000000057,0.00009242,133,2319336626,1439079,?a,0.000184565
?a  ex:country  ?f  ?b  ex:sourceCountry  ?f   ,?a  ex:source  ?b,0.0291584,0.000000171,0.000092689,44,256822627,474705,?a,0.000184791
?b  ex:location  ?f  ?a  ex:locationCountry  ?f   ,?a  ex:subsidiary  ?b,0.022237,0.000001294,0.000094655,67,51773723,707837,?b,0.000188508
?a  ex:militaryBranch  ?f  ?b  ex:militaryBranch  ?f   ,?a  ex:secondCommander  ?b,0.027027,0.000000155,0.000095435,7,45144007,73348,?a,0.000190198
?a  ex:occupation  ?f  ?b  ex:occupation  ?f   ,?a  ex:associate  ?b,0.0130577,0.000000023,0.000095679,12,520448373,125419,?b,0.000189966
?a  ex:deathPlace  ?f  ?b  ex:deathPlace  ?f   ,?a  ex:influencedBy  ?b,0.0315795,0.000002634,0.000095872,575,218304857,5997557,?b,0.000191164
?b  ex:nationality  ?f  ?a  ex:stateOfOrigin  ?f   ,?a  ex:partner  ?b,0.0154839,0.000000139,0.000096138,12,86133263,124821,?b,0.00019109
?a  ex:broadcastNetwork  ?f  ?b  ex:broadcastNetwork  ?f   ,?a  ex:broadcastNetwork  ?b,0.0179445,0.000096593,0.000096593,198,2049845,2049845,?a,0.000192152
?a  ex:citizenship  ?f  ?b  ex:nationality  ?f   ,?a  ex:doctoralStudent  ?b,0.0103406,0.000002156,0.000096964,51,23653389,525971,?b,0.000192126
?b  ex:birthPlace  ?f  ?a  ex:residence  ?f   ,?a  ex:governor  ?b,0.0245368,0.000000441,0.000097253,49,111198439,503840,?a,0.000193738
?b  ex:location  ?f  ?a  ex:regionServed  ?f   ,?a  ex:parentCompany  ?b,0.0222031,0.000013983,0.000097784,181,12944121,1851024,?a,0.00019471
?b  ex:birthPlace  ?f  ?a  ex:jurisdiction  ?f   ,?a  ex:leader  ?b,0.0231471,0.000053427,0.00009908,104,1946575,1049655,?a,0.000197315
?b  ex:birthPlace  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:doctoralStudent  ?b,0.0640714,0.000000438,0.000099407,316,721215179,3178837,?b,0.000198506
?b  ex:birthPlace  ?f  ?a  ex:deathPlace  ?f   ,?a  ex:deputy  ?b,0.0495303,0.00000008,0.000100521,58,721215179,576996,?b,0.000200635
?a  ex:assembly  ?f  ?b  ex:location  ?f   ,?a  ex:manufacturer  ?b,0.0322937,0.000049951,0.000100892,468,9369131,4638617,?a,0.000201156
?a  ex:origin  ?f  ?b  ex:origin  ?f   ,?a  ex:ingredient  ?b,0.0112229,0.000004571,0.000101092,29,6344826,286867,?a,0.000200379
?a  ex:nationality  ?f  ?b  ex:nationality  ?f   ,?a  ex:deputy  ?b,0.0367208,0.00000013,0.000101541,43,331686717,423474,?b,0.000202522
?b  ex:birthPlace  ?f  ?a  ex:nationality  ?f   ,?a  ex:doctoralStudent  ?b,0.0630576,0.000000472,0.000102467,311,658843390,3035109,?b,0.000204602
?a  ex:birthPlace  ?f  ?b  ex:location  ?f   ,?a  ex:highschool  ?b,0.0343774,0.000000076,0.000103445,45,589199304,435014,?b,0.000206269
?b  ex:genre  ?f  ?a  ex:literaryGenre  ?f   ,?a  ex:illustrator  ?b,0.0329154,0.00000779,0.000104196,63,8087810,604631,?a,0.000207734
?b  ex:party  ?f  ?a  ex:politicalPartyInLegislature  ?f   ,?a  ex:leader  ?b,0.0296016,0.000094359,0.000104579,133,1409509,1271763,?a,0.000208422
?b  ex:country  ?f  ?a  ex:placeOfBurial  ?f   ,?a  ex:placeOfBurial  ?b,0.102616,0.00010464,0.00010464,51,487386,487386,?a,0.000209067
?a  ex:birthPlace  ?f  ?b  ex:state  ?f   ,?a  ex:highschool  ?b,0.0511841,0.000001319,0.000105402,67,50796953,635661,?b,0.000210371
?a  ex:battle  ?f  ?b  ex:battle  ?f   ,?a  ex:militaryUnit  ?b,0.247613,0.000027217,0.000105522,2957,108646093,28022695,?a,0.000210954
?b  ex:isPartOf  ?f  ?a  ex:state  ?f   ,?a  ex:sourceRegion  ?b,0.0886999,0.000001751,0.000106001,73,41681643,688675,?a,0.000211749
?a  ex:bodyStyle  ?f  ?b  ex:bodyStyle  ?f   ,?a  ex:variantOf  ?b,0.0977091,0.000051352,0.000107512,354,6893531,3292667,?a,0.000214788
?b  ex:birthPlace  ?f  ?a  ex:location  ?f   ,?a  ex:leader  ?b,0.053639,0.000000409,0.000108137,241,589199304,2228655,?a,0.000215839
?b  ex:foundationPlace  ?f  ?a  ex:location  ?f   ,?a  ex:parentCompany  ?b,0.0114082,0.000006273,0.000109843,93,14824761,846666,?a,0.000217591
?a  ex:location  ?f  ?b  ex:regionServed  ?f   ,?a  ex:subsidiary  ?b,0.0175904,0.000004095,0.000109992,53,12944121,481853,?b,0.000218617
?a  ex:birthPlace  ?f  ?b  ex:residence  ?f   ,?a  ex:currentPartner  ?b,0.0527183,0.000000288,0.000110109,32,111198439,290620,?b,0.000219759
?a  ex:profession  ?f  ?b  ex:profession  ?f   ,?a  ex:incumbent  ?b,0.015748,0.000000209,0.000110394,2,9564512,18117,?a,0.000219251
?a  ex:birthPlace  ?f  ?b  ex:nationality  ?f   ,?a  ex:vicePresident  ?b,0.0470914,0.000000052,0.000110907,34,658843390,306562,?b,0.000221293
?a  ex:profession  ?f  ?b  ex:profession  ?f   ,?a  ex:governor  ?b,0.0295443,0.000006169,0.000111224,59,9564512,530460,?a,0.000221614
?a  ex:country  ?f  ?b  ex:headquarter  ?f   ,?a  ex:mayor  ?b,0.0139969,0.000000049,0.000111432,9,182916061,80767,?a,0.000221104
?a  ex:country  ?f  ?b  ex:locatedInArea  ?f   ,?a  ex:source  ?b,0.0331345,0.000000245,0.000112157,50,203764351,445804,?a,0.000223557
?a  ex:birthPlace  ?f  ?b  ex:residence  ?f   ,?a  ex:governor  ?b,0.0170255,0.000000306,0.000112337,34,111198439,302660,?a,0.000223201
?a  ex:birthPlace  ?b  ex: ,?a  ex:significantProject  ?b,0.0243408,0.00001561,0.00011392,12,768759,105337,?b,0.000226779
?b  ex:isPartOf  ?f  ?a  ex:locatedInArea  ?f   ,?a  ex:maintainedBy  ?b,0.0178571,0.000006713,0.000114068,22,3277097,192867,?a,0.000226688
